time,close
2024-05-12 05:30:00,61459.22
2024-05-13 05:30:00,62932.29
2024-05-14 05:30:00,61548.48
2024-05-15 05:30:00,66245.16
2024-05-16 05:30:00,65250.53
2024-05-17 05:30:00,67051.35
2024-05-18 05:30:00,66927.56
2024-05-19 05:30:00,66268.25
2024-05-20 05:30:00,71430.23
2024-05-21 05:30:00,70141.17
2024-05-22 05:30:00,69123.56
2024-05-23 05:30:00,67946.35
2024-05-24 05:30:00,68548.33
2024-05-25 05:30:00,69288.95
2024-05-26 05:30:00,68488.29
2024-05-27 05:30:00,69386.83
2024-05-28 05:30:00,68330.84
2024-05-29 05:30:00,67576.81
2024-05-30 05:30:00,68346.19
2024-05-31 05:30:00,67482.25
2024-06-01 05:30:00,67721.6
2024-06-02 05:30:00,67738.74
2024-06-03 05:30:00,68799.6
2024-06-04 05:30:00,70548.51
2024-06-05 05:30:00,71117.68
2024-06-06 05:30:00,70772.35
2024-06-07 05:30:00,69330.51
2024-06-08 05:30:00,69303.58
2024-06-09 05:30:00,69639.42
2024-06-10 05:30:00,69505.57
2024-06-11 05:30:00,67319.41
2024-06-12 05:30:00,68247.0
2024-06-13 05:30:00,66742.54
2024-06-14 05:30:00,66006.13
2024-06-15 05:30:00,66188.81
2024-06-16 05:30:00,66631.59
2024-06-17 05:30:00,66481.73
2024-06-18 05:30:00,65158.02
2024-06-19 05:30:00,64950.82
2024-06-20 05:30:00,64847.89
2024-06-21 05:30:00,64119.34
2024-06-22 05:30:00,64250.18
2024-06-23 05:30:00,63181.02
2024-06-24 05:30:00,60270.95
2024-06-25 05:30:00,61796.56
2024-06-26 05:30:00,60824.43
2024-06-27 05:30:00,61630.1
2024-06-28 05:30:00,60324.3
2024-06-29 05:30:00,60905.3
2024-06-30 05:30:00,62685.88
2024-07-01 05:30:00,62841.27
2024-07-02 05:30:00,62044.48
2024-07-03 05:30:00,60157.2
2024-07-04 05:30:00,57041.11
2024-07-05 05:30:00,56646.24
2024-07-06 05:30:00,58255.65
2024-07-07 05:30:00,55866.6
2024-07-08 05:30:00,56709.76
2024-07-09 05:30:00,58047.2
2024-07-10 05:30:00,57725.78
2024-07-11 05:30:00,57348.75
2024-07-12 05:30:00,57913.68
2024-07-13 05:30:00,59231.06
2024-07-14 05:30:00,60818.77
