time,close
2024-01-01 05:30:00,44197.61
2024-01-02 05:30:00,44970.34
2024-01-03 05:30:00,42854.08
2024-01-04 05:30:00,44194.38
2024-01-05 05:30:00,44178.89
2024-01-06 05:30:00,43988.33
2024-01-07 05:30:00,43950.84
2024-01-08 05:30:00,46988.14
2024-01-09 05:30:00,46123.0
2024-01-10 05:30:00,46667.48
2024-01-11 05:30:00,46353.15
2024-01-12 05:30:00,42776.42
2024-01-13 05:30:00,42839.19
2024-01-14 05:30:00,41704.39
2024-01-15 05:30:00,42491.26
2024-01-16 05:30:00,43130.88
2024-01-17 05:30:00,42739.27
2024-01-18 05:30:00,41286.68
2024-01-19 05:30:00,41625.47
2024-01-20 05:30:00,41677.08
2024-01-21 05:30:00,41570.17
2024-01-22 05:30:00,39523.63
2024-01-23 05:30:00,39876.44
2024-01-24 05:30:00,40078.62
2024-01-25 05:30:00,39941.74
2024-01-26 05:30:00,41816.55
2024-01-27 05:30:00,42124.02
2024-01-28 05:30:00,42028.92
2024-01-29 05:30:00,43302.28
2024-01-30 05:30:00,42943.64
2024-01-31 05:30:00,42555.08
2024-02-01 05:30:00,43073.2
2024-02-02 05:30:00,43181.71
2024-02-03 05:30:00,42999.52
2024-02-04 05:30:00,42570.21
2024-02-05 05:30:00,42664.56
2024-02-06 05:30:00,43091.51
2024-02-07 05:30:00,44339.04
2024-02-08 05:30:00,45304.61
2024-02-09 05:30:00,47154.23
2024-02-10 05:30:00,47768.12
2024-02-11 05:30:00,48311.16
2024-02-12 05:30:00,49942.97
2024-02-13 05:30:00,49733.11
2024-02-14 05:30:00,51844.19
2024-02-15 05:30:00,51934.57
2024-02-16 05:30:00,52163.28
2024-02-17 05:30:00,51668.78
2024-02-18 05:30:00,52139.33
2024-02-19 05:30:00,51781.22
2024-02-20 05:30:00,52269.59
2024-02-21 05:30:00,51854.36
2024-02-22 05:30:00,51263.67
2024-02-23 05:30:00,50744.07
2024-02-24 05:30:00,51574.61
2024-02-25 05:30:00,51727.63
2024-02-26 05:30:00,54518.58
2024-02-27 05:30:00,57071.6
2024-02-28 05:30:00,62507.1
2024-02-29 05:30:00,61179.58
2024-03-01 05:30:00,62431.25
2024-03-02 05:30:00,62038.39
2024-03-03 05:30:00,63149.43
2024-03-04 05:30:00,68338.64
2024-03-05 05:30:00,63804.11
2024-03-06 05:30:00,66115.57
2024-03-07 05:30:00,66928.15
2024-03-08 05:30:00,68269.39
2024-03-09 05:30:00,68446.32
2024-03-10 05:30:00,69023.53
2024-03-11 05:30:00,72095.86
2024-03-12 05:30:00,71449.5
2024-03-13 05:30:00,73118.09
2024-03-14 05:30:00,71366.96
2024-03-15 05:30:00,69497.39
2024-03-16 05:30:00,65260.55
2024-03-17 05:30:00,68364.45
2024-03-18 05:30:00,67609.44
2024-03-19 05:30:00,61924.02
2024-03-20 05:30:00,67857.3
2024-03-21 05:30:00,65493.22
2024-03-22 05:30:00,63816.99
2024-03-23 05:30:00,64004.42
2024-03-24 05:30:00,67208.33
2024-03-25 05:30:00,69892.26
2024-03-26 05:30:00,69990.22
2024-03-27 05:30:00,69434.46
2024-03-28 05:30:00,70789.57
2024-03-29 05:30:00,69903.72
2024-03-30 05:30:00,69629.99
2024-03-31 05:30:00,71312.91
2024-04-01 05:30:00,69686.37
2024-04-02 05:30:00,65466.81
2024-04-03 05:30:00,65986.11
2024-04-04 05:30:00,68523.79
2024-04-05 05:30:00,67860.53
2024-04-06 05:30:00,68913.79
2024-04-07 05:30:00,69357.32
2024-04-08 05:30:00,71629.36
2024-04-09 05:30:00,69129.48
2024-04-10 05:30:00,70628.54
2024-04-11 05:30:00,70026.43
2024-04-12 05:30:00,67158.3
2024-04-13 05:30:00,64021.36
2024-04-14 05:30:00,65765.64
2024-04-15 05:30:00,63447.27
2024-04-16 05:30:00,63824.7
2024-04-17 05:30:00,61283.74
2024-04-18 05:30:00,63511.2
2024-04-19 05:30:00,63848.26
2024-04-20 05:30:00,64979.21
2024-04-21 05:30:00,64955.82
2024-04-22 05:30:00,66854.24
2024-04-23 05:30:00,66415.06
2024-04-24 05:30:00,64263.95
2024-04-25 05:30:00,64488.49
2024-04-26 05:30:00,63750.63
2024-04-27 05:30:00,63434.44
2024-04-28 05:30:00,63111.34
2024-04-29 05:30:00,63847.54
2024-04-30 05:30:00,60633.97
2024-05-01 05:30:00,58277.44
2024-05-02 05:30:00,59083.85
2024-05-03 05:30:00,62917.45
2024-05-04 05:30:00,63904.51
2024-05-05 05:30:00,64037.5
2024-05-06 05:30:00,63168.44
2024-05-07 05:30:00,62323.36
2024-05-08 05:30:00,61179.81
2024-05-09 05:30:00,63077.18
2024-05-10 05:30:00,60790.82
2024-05-11 05:30:00,60823.19
